code_article,libelle,region,site,agence,famille,sous_famille,sous_famille_base,quantite,CA
ART49117,Battant Pro,Sud,Site Sud 3,Site Sud 3-Ag1,,Électroportatif,Électroportatif,86.0,964.17
ART94045,Cadre Alu,Est,Site Est 1,Site Est 1-Ag1,Isolation,Panneaux,Panneaux,367.0,7169.78
ART82122,Kit Standard,,Site Sud 2,Site Sud 2-Ag3,Plâtre,Profilés,Profilés,462.0,13127.78
ART44746,Cheneau Eco,Ouest,Site Ouest 1,Site Ouest 1-Ag2,Plâtre,Profilés,Profilés,,1732.7
ART12195,Set Expert,,Site Île-de-France 2,Site Île-de-France 2-Ag1,Menuiserie,Fenêtres,Fenêtres,,10335.58
ART28433,Kit Standard,Nord,Site Nord 1,Site Nord 1-Ag2,Menuiserie,Volets,Volets,516.0,38726.46
ART10356,Ligne Basic,Est,Site Est 1,Site Est 1-Ag3,,Panneaux,Panneaux,257.0,
ART47695,Cheneau Eco,Ouest,Site Ouest 1,Site Ouest 1-Ag2,Isolation,Panneaux,Panneaux,501000.0,
ART50434,Cheneau Eco,Nord,Site Nord 3,Site Nord 3-Ag3,Menuiserie,Fenêtres,Fenêtres,79.0,4433.85
ART63198,Cadre Alu,Sud,Site Sud 3,Site Sud 3-Ag2,Couverture,Tuiles,Tuiles,576.0,4708.29
ART17742,Gamme Plus,,Site Île-de-France 2,Site Île-de-France 2-Ag3,Couverture,Zinguerie,Zinguerie,29.0,256.91
ART94973,Cheneau Eco,,Site Nord 3,Site Nord 3-Ag3,Menuiserie,Volets,Volets,438.0,30311.67
ART50903,Kit Standard,,Site Île-de-France 3,Site Île-de-France 3-Ag3,Outillage,,Électroportatif,,25639.61
ART88938,Ligne Basic,,Site Nord 1,Site Nord 1-Ag1,Couverture,Tuiles,Tuiles,571.0,5773.68
ART14002,Ligne Basic,Est,Site Est 3,Site Est 3-Ag1,,,Portes,662.0,31341.09
ART36960,Cadre Alu,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Menuiserie,Portes,Portes,82.0,3098.02
ART91300,Cheneau Eco,,Site Ouest 2,Site Ouest 2-Ag1,,Manuel,Manuel,,12027.39
ART40790,Kit Standard,,Site Est 1,Site Est 1-Ag4,Isolation,Laine,Laine,528.0,9711.97
ART72754,Cheneau Eco,,Site Nord 1,Site Nord 1-Ag2,Outillage,,Électroportatif,440.0,5988.04
ART31081,Cadre Alu,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag4,,,Panneaux,92.0,819.51
ART69157,Ligne Basic,Ouest,Site Ouest 2,Site Ouest 2-Ag4,Outillage,Mesure,Mesure,609000.0,
ART36699,Cadre Alu,Sud,Site Sud 2,Site Sud 2-Ag4,Plâtre,,Enduits,319.0,
ART48599,Kit Standard,Nord,Site Nord 3,Site Nord 3-Ag1,Isolation,Panneaux,Panneaux,319.0,6897.37
ART65313,Cadre Alu,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,,Tuiles,Tuiles,60000.0,721.26
ART48992,Cheneau Eco,Sud,Site Sud 1,Site Sud 1-Ag1,,,Tuiles,26.0,278.58
ART28007,Ligne Basic,Est,Site Est 3,Site Est 3-Ag1,Couverture,,Tuiles,89.0,975.85
ART43371,Battant Pro,Sud,Site Sud 2,Site Sud 2-Ag3,Plâtre,Enduits,Enduits,,5389.36
ART56413,Cheneau Eco,Sud,Site Sud 1,Site Sud 1-Ag1,Menuiserie,Volets,Volets,27.0,1486.18
ART72941,Kit Standard,Sud,Site Sud 3,Site Sud 3-Ag2,,Électroportatif,Électroportatif,474.0,23322.22
ART87045,Set Expert,Est,Site Est 3,Site Est 3-Ag1,Couverture,Tuiles,Tuiles,,1348.98
ART65254,Battant Pro,Est,Site Est 2,Site Est 2-Ag4,Menuiserie,Volets,Volets,,9683.55
ART52882,Ligne Basic,SUD,Site Sud 3,Site Sud 3-Ag1,Menuiserie,Fenêtres,Fenêtres,,40257.51
ART62797,Cheneau Eco,Nord,Site Nord 2,Site Nord 2-Ag2,Menuiserie,Portes,Portes,440.0,26835.92
ART10074,Cheneau Eco,Est,Site Est 1,Site Est 1-Ag3,Isolation,Laine,Laine,648.0,15924.14
ART47530,Cadre Alu,Nord,Site Nord 1,Site Nord 1-Ag4,Outillage,Manuel,Manuel,246.0,-4916.42
ART72796,Battant Pro,Sud,Site Sud 2,Site Sud 2-Ag2,Isolation,,Laine,281.0,1899.73
ART26992,Cadre Alu,Ouest,Site Ouest 2,Site Ouest 2-Ag3,Isolation,Panneaux,Panneaux,583.0,11815.78
ART52356,Kit Standard,Nord,Site Nord 1,Site Nord 1-Ag3,Outillage,Électroportatif,Électroportatif,353.0,7466.48
ART15311,Ligne Basic,Sud,Site Sud 1,Site Sud 1-Ag4,Menuiserie,Portes,Portes,321.0,31498.12
ART55970,Ligne Basic,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,,Zinguerie,Zinguerie,267.0,-897.78
ART56982,Ligne Basic,,Site Ouest 1,Site Ouest 1-Ag3,Isolation,Vrac,Vrac,516.0,10957.75
ART82267,Cadre Alu,Est,Site Est 1,Site Est 1-Ag4,,,Portes,434.0,12272.93
ART74552,Kit Standard,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,,Panneaux,Panneaux,109.0,3162.85
ART20415,Gamme Plus,Nord,Site Nord 2,Site Nord 2-Ag4,Isolation,Panneaux,Panneaux,78.0,
ART14635,Cadre Alu,Nord,Site Nord 2,Site Nord 2-Ag1,Plâtre,Plaques,Plaques,404000.0,3385.06
ART49670,Gamme Plus,Ouest,Site Ouest 1,Site Ouest 1-Ag3,,,Mesure,500.0,18037.12
ART52116,Kit Standard,,Site Ouest 3,Site Ouest 3-Ag4,Menuiserie,Fenêtres,Fenêtres,126000.0,6166.81
ART32678,Cadre Alu,Ouest,Site Ouest 2,Site Ouest 2-Ag1,,Zinguerie,Zinguerie,400.0,3635.67
ART67124,Cheneau Eco,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Menuiserie,,Volets,79.0,
ART50204,Cadre Alu,Ouest,Site Ouest 3,Site Ouest 3-Ag4,,Mesure,Mesure,293.0,9851.71
ART81378,Battant Pro,Est,Site Est 2,Site Est 2-Ag2,,,Profilés,153000.0,1773.27
ART16806,Gamme Plus,,Site Île-de-France 2,Site Île-de-France 2-Ag1,Menuiserie,Fenêtres,Fenêtres,132.0,
ART45905,Cheneau Eco,,Site Est 1,Site Est 1-Ag3,Plâtre,,Enduits,,1605.99
ART91179,Bloc Confort,Nord,Site Nord 1,Site Nord 1-Ag2,Plâtre,Profilés,Profilés,350.0,5287.13
ART66015,Cadre Alu,Sud,Site Sud 1,Site Sud 1-Ag3,Couverture,Tuiles,Tuiles,613.0,8887.78
ART70231,Battant Pro,NORD,Site Nord 2,Site Nord 2-Ag3,,Manuel,Manuel,585.0,29688.64
ART64423,Battant Pro,Est,Site Est 1,Site Est 1-Ag3,Plâtre,Plaques,Plaques,41.0,607.07
ART27977,Set Expert,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag2,,Étanchéité,Étanchéité,73.0,
ART31708,Set Expert,Ouest,Site Ouest 2,Site Ouest 2-Ag4,,Fenêtres,Fenêtres,,22556.35
ART67441,Cadre Alu,Ouest,Site Ouest 2,Site Ouest 2-Ag4,Menuiserie,Fenêtres,Fenêtres,240.0,18048.66
ART93245,Ligne Basic,Est,Site Est 3,Site Est 3-Ag3,,Profilés,Profilés,489.0,7538.69
ART27602,Ligne Basic,Sud,Site Sud 2,Site Sud 2-Ag3,Menuiserie,,Volets,,42868.16
ART81422,Battant Pro,,Site Nord 3,Site Nord 3-Ag1,Menuiserie,Volets,Volets,681.0,46801.04
ART26932,Bloc Confort,Ouest,Site Ouest 2,Site Ouest 2-Ag4,Menuiserie,Fenêtres,Fenêtres,,23699.38
ART80738,Bloc Confort,Est,Site Est 2,Site Est 2-Ag3,Plâtre,Plaques,Plaques,51.0,1186.39
ART30764,Bloc Confort,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,,Volets,Volets,78.0,7031.54
ART54731,Cheneau Eco,Ouest,Site Ouest 2,Site Ouest 2-Ag4,Isolation,Laine,Laine,71.0,322.02
ART87299,Set Expert,Nord,Site Nord 3,Site Nord 3-Ag3,Outillage,Mesure,Mesure,,
ART98276,Cheneau Eco,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,Outillage,,Manuel,333.0,12602.84
ART32230,Set Expert,Sud,Site Sud 3,Site Sud 3-Ag2,Isolation,,Vrac,330.0,4856.96
ART63075,Cadre Alu,Sud,Site Sud 1,Site Sud 1-Ag4,Isolation,Laine,Laine,274.0,
ART27990,Ligne Basic,Ouest,Site Ouest 1,Site Ouest 1-Ag4,Plâtre,Profilés,Profilés,513.0,8496.76
ART80246,Bloc Confort,Ouest,Site Ouest 2,Site Ouest 2-Ag2,Plâtre,Profilés,Profilés,461.0,
ART23380,Kit Standard,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag4,Couverture,,Zinguerie,333000.0,5872.9
ART16477,Ligne Basic,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Isolation,Panneaux,Panneaux,648.0,2168.26
ART57943,Cadre Alu,SUD,Site Sud 1,Site Sud 1-Ag1,Outillage,Manuel,Manuel,357.0,6467.69
ART57309,Bloc Confort,,Site Est 3,Site Est 3-Ag4,,Tuiles,Tuiles,554.0,1883.57
ART95290,Battant Pro,Sud,Site Sud 1,Site Sud 1-Ag3,,Profilés,Profilés,476.0,8500.72
ART31259,Cadre Alu,Est,Site Est 2,Site Est 2-Ag2,Plâtre,Profilés,Profilés,378.0,
ART77708,Set Expert,,Site Est 1,Site Est 1-Ag2,Menuiserie,Portes,Portes,,
ART22181,Bloc Confort,Sud,Site Sud 1,Site Sud 1-Ag2,Couverture,Étanchéité,Étanchéité,44.0,155.79
ART26066,Bloc Confort,Ouest,Site Ouest 2,Site Ouest 2-Ag2,Plâtre,Enduits,Enduits,,
ART81569,Cadre Alu,Sud,Site Sud 2,Site Sud 2-Ag2,Isolation,Vrac,Vrac,234.0,5611.81
ART66662,Bloc Confort,Sud,Site Sud 1,Site Sud 1-Ag1,Menuiserie,Fenêtres,Fenêtres,58.0,3256.22
ART38157,Set Expert,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag4,,Profilés,Profilés,655.0,6236.44
ART45802,Battant Pro,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,,,Portes,372.0,15928.84
ART76889,Bloc Confort,Sud,Site Sud 3,Site Sud 3-Ag1,Outillage,Mesure,Mesure,639.0,26693.23
ART59902,Gamme Plus,Ouest,Site Ouest 1,Site Ouest 1-Ag4,Isolation,Laine,Laine,537.0,
ART25587,Ligne Basic,Est,Site Est 3,Site Est 3-Ag3,Plâtre,Enduits,Enduits,558.0,2740.61
ART60868,Set Expert,,Site Ouest 1,Site Ouest 1-Ag1,Couverture,Étanchéité,Étanchéité,599.0,2297.24
ART40648,Battant Pro,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,Isolation,,Vrac,,1333.02
ART91250,Battant Pro,Nord,Site Nord 1,Site Nord 1-Ag3,Outillage,Manuel,Manuel,234.0,
ART39624,Set Expert,Sud,Site Sud 2,Site Sud 2-Ag3,Plâtre,,Profilés,417.0,4466.49
ART60669,Battant Pro,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Outillage,Manuel,Manuel,361.0,17762.78
ART84699,Battant Pro,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,Plâtre,Profilés,Profilés,422.0,5109.5
ART26080,Kit Standard,Sud,Site Sud 3,Site Sud 3-Ag4,Plâtre,Plaques,Plaques,65.0,510.77
ART61957,Set Expert,Est,Site Est 1,Site Est 1-Ag1,Isolation,Laine,Laine,267.0,3428.55
ART88191,Battant Pro,Est,Site Est 2,Site Est 2-Ag4,,Profilés,Profilés,,8346.46
ART13543,Set Expert,Est,Site Est 3,Site Est 3-Ag3,Couverture,Étanchéité,Étanchéité,518000.0,3545.11
ART18029,Cheneau Eco,Nord,Site Nord 1,Site Nord 1-Ag3,Couverture,Étanchéité,Étanchéité,528.0,3438.48
ART25609,Cheneau Eco,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag1,Couverture,Étanchéité,Étanchéité,114.0,1781.38
ART21914,Gamme Plus,Sud,Site Sud 2,Site Sud 2-Ag3,,Électroportatif,Électroportatif,450.0,24140.66
ART66592,Battant Pro,,Site Est 1,Site Est 1-Ag2,Outillage,Manuel,Manuel,469.0,7457.06
ART19152,Bloc Confort,Sud,Site Sud 2,Site Sud 2-Ag3,Couverture,Étanchéité,Étanchéité,252.0,1996.12
ART70513,Bloc Confort,Nord,Site Nord 1,Site Nord 1-Ag3,Isolation,,Panneaux,,783.47
ART31943,Kit Standard,Nord,Site Nord 1,Site Nord 1-Ag1,Isolation,Laine,Laine,308.0,3446.4
ART17273,Cheneau Eco,Ouest,Site Ouest 2,Site Ouest 2-Ag1,Couverture,Tuiles,Tuiles,171.0,2636.41
ART70741,Gamme Plus,Est,Site Est 2,Site Est 2-Ag4,Menuiserie,Portes,Portes,311.0,
ART91372,Cheneau Eco,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag1,Plâtre,Plaques,Plaques,52.0,507.53
ART54164,Cheneau Eco,,Site Sud 1,Site Sud 1-Ag1,Plâtre,Plaques,Plaques,,-8300.42
ART63476,Ligne Basic,Ouest,Site Ouest 3,Site Ouest 3-Ag3,Couverture,Tuiles,Tuiles,211.0,
ART55712,Gamme Plus,Ouest,Site Ouest 1,Site Ouest 1-Ag3,Outillage,Électroportatif,Électroportatif,500.0,16500.56
ART43932,Cadre Alu,Ouest,Site Ouest 2,Site Ouest 2-Ag4,Outillage,Manuel,Manuel,510.0,15586.56
ART73313,Set Expert,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Plâtre,Plaques,Plaques,236.0,
ART64690,Battant Pro,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Isolation,Laine,Laine,604.0,4614.93
ART29926,Cheneau Eco,Sud,Site Sud 3,Site Sud 3-Ag4,Menuiserie,Volets,Volets,273.0,10675.75
ART36740,Ligne Basic,Sud,Site Sud 2,Site Sud 2-Ag2,Plâtre,Profilés,Profilés,297000.0,1070.2
ART18854,Cheneau Eco,Est,Site Est 2,Site Est 2-Ag4,Couverture,Étanchéité,Étanchéité,117.0,
ART73878,Cadre Alu,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag1,Couverture,Étanchéité,Étanchéité,,5461.53
ART40323,Ligne Basic,Nord,Site Nord 3,Site Nord 3-Ag4,Plâtre,Enduits,Enduits,439.0,4453.88
ART55854,Set Expert,,Site Île-de-France 2,Site Île-de-France 2-Ag2,Couverture,Étanchéité,Étanchéité,,15117.32
ART89576,Set Expert,Sud,Site Sud 2,Site Sud 2-Ag2,Plâtre,,Profilés,167.0,
ART97322,Cadre Alu,Nord,Site Nord 3,Site Nord 3-Ag2,Outillage,Électroportatif,Électroportatif,5.0,60.0
ART42782,Gamme Plus,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Menuiserie,Portes,Portes,409.0,23156.26
ART40472,Battant Pro,Est,Site Est 2,Site Est 2-Ag2,Menuiserie,,Fenêtres,,
ART27372,Bloc Confort,Sud,Site Sud 1,Site Sud 1-Ag2,Couverture,Tuiles,Tuiles,679.0,13622.44
ART25154,Kit Standard,,Site Est 1,Site Est 1-Ag3,Isolation,Panneaux,Panneaux,184.0,2891.52
ART13784,Cheneau Eco,Sud,Site Sud 1,Site Sud 1-Ag1,,Vrac,Vrac,435.0,10273.32
ART24032,Set Expert,Est,Site Est 1,Site Est 1-Ag2,Menuiserie,Portes,Portes,142.0,
ART77533,Cadre Alu,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Couverture,Tuiles,Tuiles,78.0,2000.31
ART84761,Cadre Alu,,Site Ouest 2,Site Ouest 2-Ag4,Outillage,Électroportatif,Électroportatif,351.0,14747.34
ART20528,Kit Standard,,Site Sud 3,Site Sud 3-Ag2,,Fenêtres,Fenêtres,156.0,6744.14
ART37575,Ligne Basic,,Site Nord 3,Site Nord 3-Ag4,Plâtre,Plaques,Plaques,182.0,723.6
ART31690,Gamme Plus,Est,Site Est 1,Site Est 1-Ag4,Couverture,Tuiles,Tuiles,297.0,1332.4
ART82462,Set Expert,Nord,Site Nord 2,Site Nord 2-Ag1,Menuiserie,Fenêtres,Fenêtres,611.0,
ART85773,Kit Standard,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag2,Outillage,Mesure,Mesure,,5998.63
ART76590,Gamme Plus,Sud,Site Sud 1,Site Sud 1-Ag4,Plâtre,Enduits,Enduits,,
ART35440,Battant Pro,Est,Site Est 3,Site Est 3-Ag1,Couverture,Zinguerie,Zinguerie,32.0,502.84
ART94132,Ligne Basic,Sud,Site Sud 1,Site Sud 1-Ag1,Isolation,Panneaux,Panneaux,,3659.93
ART15453,Cadre Alu,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag4,Outillage,Électroportatif,Électroportatif,339.0,19374.67
ART83503,Battant Pro,Nord,Site Nord 1,Site Nord 1-Ag1,Isolation,Vrac,Vrac,327.0,
ART87550,Kit Standard,Est,Site Est 1,Site Est 1-Ag4,,Étanchéité,Étanchéité,,4985.92
ART29926,Bloc Confort,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Outillage,Mesure,Mesure,344.0,12907.85
ART34239,Gamme Plus,,Site Est 3,Site Est 3-Ag3,Menuiserie,Portes,Portes,251.0,19348.26
ART88283,Cheneau Eco,Sud,Site Sud 2,Site Sud 2-Ag1,Plâtre,Enduits,Enduits,488.0,9141.55
ART61098,Kit Standard,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,,Manuel,Manuel,,
ART19433,Gamme Plus,,Site Est 1,Site Est 1-Ag1,Menuiserie,Portes,Portes,132.0,-7833.43
ART88059,Battant Pro,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag2,Couverture,Tuiles,Tuiles,685.0,-8156.15
ART45801,Cheneau Eco,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag2,Outillage,Mesure,Mesure,124000.0,5372.15
ART97675,Bloc Confort,Est,Site Est 2,Site Est 2-Ag4,Plâtre,Plaques,Plaques,209.0,2975.31
ART54688,Gamme Plus,Nord,Site Nord 3,Site Nord 3-Ag4,Isolation,,Laine,24.0,478.27
ART44640,Cadre Alu,,Site Nord 3,Site Nord 3-Ag1,Outillage,Manuel,Manuel,659000.0,8443.29
ART78687,Ligne Basic,Ouest,Site Ouest 1,Site Ouest 1-Ag4,,Vrac,Vrac,177.0,2769.63
ART88959,Bloc Confort,Ouest,Site Ouest 3,Site Ouest 3-Ag1,Couverture,,Étanchéité,603.0,8443.06
ART81510,Battant Pro,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,,,Zinguerie,331000.0,7484.04
ART88612,Cadre Alu,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag2,Couverture,,Étanchéité,449.0,
ART10881,Cheneau Eco,,Site Île-de-France 3,Site Île-de-France 3-Ag4,,Tuiles,Tuiles,33.0,
ART21319,Set Expert,Nord,Site Nord 3,Site Nord 3-Ag4,,Laine,Laine,505.0,13369.38
ART97701,Set Expert,,Site Nord 1,Site Nord 1-Ag2,Outillage,Électroportatif,Électroportatif,,
ART40896,Cadre Alu,Nord,Site Nord 1,Site Nord 1-Ag2,Outillage,,Mesure,229.0,8529.32
ART37754,Bloc Confort,Sud,Site Sud 1,Site Sud 1-Ag2,Outillage,Électroportatif,Électroportatif,590.0,20196.65
ART20619,Gamme Plus,Nord,Site Nord 1,Site Nord 1-Ag4,Couverture,Étanchéité,Étanchéité,79.0,751.91
ART62704,Bloc Confort,,Site Est 2,Site Est 2-Ag2,,Portes,Portes,270.0,27707.78
ART24311,Ligne Basic,Est,Site Est 1,Site Est 1-Ag4,,Électroportatif,Électroportatif,433.0,
ART12229,Ligne Basic,Sud,Site Sud 1,Site Sud 1-Ag1,,Portes,Portes,428.0,29560.6
ART52210,Bloc Confort,Ouest,Site Ouest 2,Site Ouest 2-Ag3,Menuiserie,Fenêtres,Fenêtres,600000.0,
ART77832,Cheneau Eco,Sud,Site Sud 1,Site Sud 1-Ag4,Couverture,Étanchéité,Étanchéité,150.0,1808.85
ART83799,Kit Standard,Est,Site Est 1,Site Est 1-Ag3,Plâtre,Plaques,Plaques,,
ART38570,Ligne Basic,Ouest,Site Ouest 1,Site Ouest 1-Ag2,Plâtre,Enduits,Enduits,,
ART52292,Bloc Confort,Est,Site Est 3,Site Est 3-Ag3,Plâtre,Enduits,Enduits,139.0,2449.96
ART49843,Set Expert,,Site Nord 3,Site Nord 3-Ag2,Outillage,Manuel,Manuel,673.0,26596.97
ART41207,Ligne Basic,,Site Ouest 2,Site Ouest 2-Ag4,,Portes,Portes,155.0,
ART19107,Gamme Plus,Sud,Site Sud 1,Site Sud 1-Ag1,Outillage,Électroportatif,Électroportatif,127.0,3556.71
ART97078,Set Expert,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Isolation,Vrac,Vrac,282.0,2855.96
ART82354,Bloc Confort,,Site Île-de-France 2,Site Île-de-France 2-Ag3,Plâtre,Enduits,Enduits,664.0,18296.95
ART13346,Bloc Confort,Est,Site Est 3,Site Est 3-Ag1,Isolation,Panneaux,Panneaux,,679.87
ART89979,Cadre Alu,Est,Site Est 1,Site Est 1-Ag2,Outillage,Électroportatif,Électroportatif,680.0,25422.5
ART14355,Bloc Confort,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,,Vrac,Vrac,247000.0,3139.73
ART96472,Battant Pro,Sud,Site Sud 3,Site Sud 3-Ag4,Plâtre,Enduits,Enduits,30.0,316.52
ART77204,Battant Pro,Est,Site Est 1,Site Est 1-Ag1,,Mesure,Mesure,,
ART92675,Set Expert,,Site Est 1,Site Est 1-Ag3,Couverture,Étanchéité,Étanchéité,37.0,404.76
ART62092,Bloc Confort,Nord,Site Nord 2,Site Nord 2-Ag1,Couverture,Zinguerie,Zinguerie,74.0,843.37
ART34564,Ligne Basic,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag2,Isolation,Laine,Laine,,2782.68
ART10828,Kit Standard,Est,Site Est 2,Site Est 2-Ag4,Couverture,Zinguerie,Zinguerie,151.0,881.56
ART55503,Gamme Plus,Est,Site Est 1,Site Est 1-Ag4,Couverture,,Tuiles,175.0,4395.48
ART67549,Kit Standard,Ouest,Site Ouest 1,Site Ouest 1-Ag3,Menuiserie,Portes,Portes,570.0,47751.72
ART91441,Gamme Plus,Nord,Site Nord 3,Site Nord 3-Ag4,Isolation,Vrac,Vrac,596.0,
ART52403,Cheneau Eco,Est,Site Est 1,Site Est 1-Ag4,Plâtre,Enduits,Enduits,419.0,9225.98
ART39431,Battant Pro,,Site Nord 2,Site Nord 2-Ag1,Plâtre,Plaques,Plaques,315.0,4129.62
ART40757,Cheneau Eco,Ouest,Site Ouest 1,Site Ouest 1-Ag4,,Fenêtres,Fenêtres,269.0,13971.8
ART45284,Kit Standard,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag2,Outillage,Électroportatif,Électroportatif,654.0,25800.06
ART47329,Gamme Plus,,Site Île-de-France 1,Site Île-de-France 1-Ag1,,Manuel,Manuel,276.0,9116.01
ART40766,Cadre Alu,Ouest,Site Ouest 2,Site Ouest 2-Ag1,Menuiserie,,Fenêtres,,34222.5
ART62163,Battant Pro,Sud,Site Sud 1,Site Sud 1-Ag1,Outillage,Électroportatif,Électroportatif,,-6691.76
ART67366,Kit Standard,Ouest,Site Ouest 1,Site Ouest 1-Ag3,Menuiserie,Fenêtres,Fenêtres,,27151.42
ART51002,Cheneau Eco,Est,Site Est 1,Site Est 1-Ag2,Isolation,Panneaux,Panneaux,533.0,5002.04
ART76994,Kit Standard,Nord,Site Nord 2,Site Nord 2-Ag2,Couverture,Étanchéité,Étanchéité,156.0,2477.5
ART24694,Bloc Confort,,Site Île-de-France 1,Site Île-de-France 1-Ag4,Menuiserie,Volets,Volets,289.0,18100.37
ART53396,Ligne Basic,,Site Ouest 1,Site Ouest 1-Ag3,Plâtre,,Enduits,56.0,1044.3
ART88332,Bloc Confort,Nord,Site Nord 3,Site Nord 3-Ag1,Plâtre,,Enduits,,79.44
ART72430,Gamme Plus,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,,Étanchéité,Étanchéité,412.0,10925.82
ART77126,Battant Pro,ÎLE-DE-FRANCE,Site Île-de-France 1,Site Île-de-France 1-Ag2,Plâtre,Enduits,Enduits,643000.0,2483.08
ART78493,Set Expert,Nord,Site Nord 3,Site Nord 3-Ag1,Isolation,Panneaux,Panneaux,444.0,
ART26213,Bloc Confort,Est,Site Est 1,Site Est 1-Ag2,,,Fenêtres,399.0,20740.92
ART70477,Bloc Confort,Ouest,Site Ouest 3,Site Ouest 3-Ag1,Isolation,Vrac,Vrac,462.0,5224.49
ART86856,Set Expert,Est,Site Est 2,Site Est 2-Ag2,Outillage,Mesure,Mesure,300.0,10280.04
ART80254,Set Expert,Ouest,Site Ouest 1,Site Ouest 1-Ag3,Outillage,,Mesure,38.0,1650.38
ART83687,Set Expert,,Site Sud 1,Site Sud 1-Ag3,Plâtre,Enduits,Enduits,544.0,
ART27794,Kit Standard,,Site Ouest 1,Site Ouest 1-Ag2,Menuiserie,Portes,Portes,368.0,
ART77759,Battant Pro,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag4,Plâtre,Plaques,Plaques,331000.0,7066.55
ART42034,Bloc Confort,Est,Site Est 1,Site Est 1-Ag4,Isolation,Panneaux,Panneaux,156.0,1835.35
ART46360,Cadre Alu,Nord,Site Nord 1,Site Nord 1-Ag1,Isolation,Vrac,Vrac,421.0,1660.57
ART38314,Set Expert,Ouest,Site Ouest 1,Site Ouest 1-Ag2,Isolation,Panneaux,Panneaux,313.0,4596.62
ART30155,Gamme Plus,Sud,Site Sud 2,Site Sud 2-Ag3,Isolation,Panneaux,Panneaux,,1888.27
ART20814,Gamme Plus,Est,Site Est 1,Site Est 1-Ag3,Isolation,Vrac,Vrac,596.0,7248.51
ART70344,Battant Pro,Nord,Site Nord 3,Site Nord 3-Ag2,Menuiserie,Fenêtres,Fenêtres,363.0,
ART46092,Cheneau Eco,Ouest,Site Ouest 3,Site Ouest 3-Ag4,,Plaques,Plaques,557.0,8330.34
ART81918,Ligne Basic,Est,Site Est 2,Site Est 2-Ag1,Menuiserie,,Volets,457.0,20471.24
ART34873,Battant Pro,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Isolation,Vrac,Vrac,656.0,3554.88
ART16662,Gamme Plus,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Plâtre,,Profilés,689.0,9154.22
ART80229,Set Expert,Nord,Site Nord 2,Site Nord 2-Ag2,Menuiserie,Fenêtres,Fenêtres,299.0,19076.38
ART22745,Set Expert,Sud,Site Sud 3,Site Sud 3-Ag2,Couverture,Étanchéité,Étanchéité,409.0,
ART16393,Ligne Basic,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag2,Couverture,Tuiles,Tuiles,688.0,
ART18119,Cadre Alu,Sud,Site Sud 1,Site Sud 1-Ag3,Isolation,,Panneaux,466.0,9817.83
ART47732,Ligne Basic,Ouest,Site Ouest 3,Site Ouest 3-Ag4,Isolation,Laine,Laine,397.0,-4385.56
ART90595,Gamme Plus,,Site Sud 1,Site Sud 1-Ag3,Plâtre,Plaques,Plaques,196.0,1692.23
